,address,chain_name,city,store_name,chain_code,store_code
3074,קהילת סלוניקי 11,am:pm,תל אביב,סלוניקי,7290492000005,566
3075,קהילת ציון 30,יוחננוף,עפולה,עפולה,7290803800003,37
3077,קוגל 40,ויקטורי,חולון,חולון קוגל,7290696200003,39
3079,קוטלר 18,נתיב החסד,בני ברק,קוטלר,7290058160839,6
3081,קויפמן 7 מול בית גיבור,yellow,תל אביב,פז גן,7290644700005,192
3082,קופנהגן 1,גוד פארם,שדרות,שדרות,7290058197699,905
3083,קיבוץ,סטופמרקט,יגור,יגור,7290639000004,4
3085,קיבוץ אילות אחרי המחסום ביציאה מאילת,מיני סופר אלונית,אילת,אילות,7290492000005,969
3087,קיבוץ בית זרע,אלונית בקיבוץ ובמושב,בית זרע,בית זרע,7290492000005,714
3089,קיבוץ ברור חיל,אלונית בקיבוץ ובמושב,ברור חיל,ברור חיל,7290492000005,723
3091,קיבוץ גבע כרמל,אלונית בקיבוץ ובמושב,גבע כרמל,גבע כרמל,7290492000005,727
3093,קיבוץ גונן,אלונית בקיבוץ ובמושב,גונן,גונן,7290492000005,725
3095,קיבוץ גלויות 106,סופר ברקת,תל אביב,תל אביב קיבוץ גלויות,7290875100001,10
3096,קיבוץ גלויות 5,ביתן מרקט,אשקלון,אשקלון בסיטי,7290725900003,65
3098,קיבוץ גליל ים,פרשמרקט,הרצליה,גליל ים,7290876100000,1
3100,קיבוץ גשר,אלונית בקיבוץ ובמושב,גשר,גשר,7290492000005,701
3102,קיבוץ העוגן,אלונית בקיבוץ ובמושב,העוגן,העוגן,7290492000005,710
3104,קיבוץ כפר הנשיא,אלונית בקיבוץ ובמושב,כפר הנשיא,כפר הנשיא,7290492000005,702
3106,"קיבוץ כפר עזה, כביש 232",מיני סופר אלונית,כפר עזה,כפר-עזה,7290492000005,653
3108,קיבוץ מזרע 19312,טיב טעם,עפולה,מפגש מזרע,7290873255550,30
3110,קיבוץ מעוז חיים,אלונית בקיבוץ ובמושב,מעוז חיים,מעוז חיים,7290492000005,711
3112,קיבוץ שפיים,סופר פארם,שפיים,שפיים,7290172900007,48
3114,קיבות דגניה,אלונית בקיבוץ ובמושב,דגניה א',דגניה א,7290492000005,707
3116,קינג ג'ורג' 25,גוד פארם,תל אביב,קינג ג'ורג,7290058197699,102
3117,קינג ג'ורג' 27,סופר פארם,ירושלים,קינג ג'ורג',7290172900007,286
3119,קינג ג'ורג' 58,שופרסל אקספרס,תל אביב,"' ת""א- קינג ג'ורג",7290027600007,354
3120,קינג גורג 24,am:pm,תל אביב,קינג גורג,7290492000005,506
3121,קינג גורג 8,טיב טעם סיטי,תל אביב,קינג גורג,7290873255550,89
3122,קינג גורג 99,am:pm,תל אביב,זמנהוף,7290492000005,509
3123,"קישון 22, חוצות להב",קינג סטור,באר שבע,באר שבע,7290058108879,8
3125,קלאוזנר 1,שופרסל דיל,נתניה,נתניה- קלאוזנר עמליה,7290027600007,130
3127,קלאוזנר 10,Carrefour market (קרפור מרקט),רמלה,רמלה,7290055700007,46
3128,קלאוזנר 10,יינות ביתן,רמלה,רמלה,7290725900003,46
3130,קליינמן 6,זול ובגדול,ירושלים,קליינמן,7290000000001,42
3132,קלישר 17,נתיב החסד,בני ברק,שכון ה' קלישר,7290058160839,38
3134,קלר 7,שופרסל שלי,חיפה,חיפה- קלר,7290027600007,302
3136,קנ.אביה שד.שאול המלך,מגה בעיר,באר שבע,קניון אביה,7290055700007,3300
3138,קניון G,yellow,יקנעם עילית,יקנעם החדשה,7290644700005,368
3140,קניון אביה באר שבע,סופר פארם,באר שבע,קניון אביה,7290172900007,47
3141,"קניון אונו,  שלמה המלך 37",גוד פארם,קרית אונו,קניון אונו,7290058197699,752
3143,קניון אורות-שד הנשיא פינת קופלביץ,yellow,אור עקיבא,אורות - שלמה עתרי,7290644700005,390
3145,קניון אייס מול,BE,אילת,אייס מול אילת,7290027600007,437
3147,קניון אם הדרך,סטופמרקט,בית חירות,בית חירות,7290639000004,1
3149,קניון ארנה,סטופמרקט,הרצליה,ארנה,7290639000004,2
3151,קניון ארנה הרצליה פיתוח,סופר פארם,הרצליה,מרינה,7290172900007,110
3153,קניון בת ים,סופר דוש,בת ים,קניון בת ים,7290876100000,35
3155,קניון בת ים יוספטל 92,BE,בת ים,בת ים,7290027600007,634
3157,קניון גליל עליון,שופרסל דיל,חצור הגלילית,חצור- הגלילית,7290027600007,190
3159,קניון גני הדרים,שופרסל דיל,חדרה,חדרה- הפרדס,7290027600007,96
3161,קניון דרורים,טיב טעם,בני דרור,קניון דרורים,7290873255550,22
3163,"קניון הבאר, מורשת ישראל 15",רמי לוי בשכונה,ראשון לציון,קניון באר,7291056200008,324
3165,קניון הנגב,סופר קופיקס,באר שבע,קניון הנגב עזריאלי,7291056200008,333
3166,קניון הנגב באר שבע,סופר פארם,באר שבע,קניון הנגב,7290172900007,18
3168,"קניון הסיטי, שדרות מנחם בגין 1",שוק העיר,אשדוד,אשדוד סיטי,7290058148776,17
3170,קניון העמקים עפולה,סופר פארם,עפולה,עפולה,7290172900007,43
3172,"קניון הצפון , אירית 2",BE,נהריה,נהריה,7290027600007,613
3174,קניון חוצות כרמיאל,BE,כרמיאל,כרמיאל,7290027600007,698
3176,קניון ירושלים,סופר פארם,ירושלים,מלחה,7290172900007,30
3178,קניון כוכב הצפון,שופרסל דיל,מעלות-תרשיחא,מעלות- דרך האלוף עוז,7290027600007,344
3180,"קניון כפר יונה, רחוב נעמי שמר",שופרסל דיל,כפר יונה,כפר יונה,7290027600007,173
3182,קניון לב העיר,BE,נוף הגליל,נוף הגליל - החדשה,7290027600007,617
3184,"קניון לב חדרה, רוטשילד 40",ויקטורי,חדרה,חדרה בקניון,7290696200003,24
3186,קניון לב קצרין,מחסני השוק בשבילך,קצרין,קצרין,7290661400001,239
3188,"קניון מגה אור, שדרות ירושלים",רמי לוי,אריאל,אריאל,7290058140886,53
3190,קניון מול,קינג סטור,סח'נין,סכנין,7290058108879,7
3192,קניון מול הים אילת,סופר פארם,אילת,מול הים,7290172900007,53
3194,קניון מול זכרון על כביש 4 (מול זכרון יעקב),רמי לוי,זכרון יעקב,זכרון יעקב,7290058140886,20
3196,"קניון מרגליות , הוד השרון",סופר פארם,הוד השרון,הוד השרון,7290172900007,54
3198,קניון סלאמה סנטר,סופר פארם,כפר קרע,כפר-קרע,7290172900007,294
3200,קניון עזריאלי ,BE,עכו,עכו,7290027600007,649
3202,"קניון עזריאלי, לב העיר 2",BE,מודיעין-מכבים-רעות,עזריאלי מודיעין,7290027600007,666
3204,קניון עטרות,סופר פארם,ירושלים,עטרות,7290172900007,274
3206,קניון ערים,BE,כפר סבא,כפר סבא,7290027600007,615
3208,"קניון פנינת הנגב ,א.ת דרומי",יינות ביתן,שדרות,שדרות ,7290725900003,1340
3209,קניון רחובות,BE,רחובות,רחובות,7290027600007,243
3211,"קניון רמבלס, דני מס 2",שוק העיר,רמלה,רמלה,7290058148776,13
3213,"קניון רמות, שד' גולדה מאיר",שוק העיר,ירושלים,רמות,7290058148776,4
3215,קניון שאול המלך,שופרסל דיל,באר שבע,"ב""ש- שאול המלך",7290027600007,83
3217,"קניון שבעת הכוכבים, שדרות שבעת הכוכבים 8",ויקטורי,הרצליה,שבעת הכוכבים,7290696200003,74
3219,"קניון שמונה סנטר, רחוב צ'רניחובסקי",BE,קרית שמונה,קריית שמונה,7290027600007,657
3221,"קניון שער העיר, רחוב יגאל אלון 1",רמי לוי,בית שמש,בית שמש,7290058140886,49
3223,קפלן 10 ,מחסני השוק בסיטי,עפולה,עפולה,7290661400001,250
3225,"קק""ל (רחביה) 12",מעיין 2000,ירושלים,"קק""ל",7290058159628,23
3227,"קק""ל 16",Carrefour city (קרפור סיטי),קרית טבעון,טבעון,7290055700007,80
3228,"קק""ל 16",יינות ביתן,קרית טבעון,טבעון,7290725900003,80
3230,"קק""ל 2",שופרסל אקספרס,פתח תקווה,"פ""ת-קק""ל",7290027600007,348
3232,"קק""ל 35",שופרסל אקספרס,פתח תקווה,"פ""ת - שפירא",7290027600007,334
3234,קריון,סופר קופיקס,קרית ביאליק,קריון,7291056200008,311
3236,קריית הממשלה,קינג סטור,רמלה,רמלה,7290058108879,19
3238,קריית הפלדה 34,נטו חיסכון,עכו,עכו,7290058156016,68
3240,קריניצי,שופרסל אקספרס,רמת גן,קרניצי,7290027600007,768
3242,קרית-שדה תעופה,סופר פארם,לוד,איירפורט סיטי,7290172900007,160
3244,קרליבך 4,Carrefour city (קרפור סיטי),תל אביב,קניון T.L.V.,7290055700007,89
3245,קרליבך 6,אקסטרה מרקט,תל אביב,קניון TLV,7290492000005,450
3246,קרמינצקי 3,אושר עד,תל אביב,תל אביב,7290103152017,24
3247,קרן היסוד 1,שופרסל דיל,חולון,חולון-קרן היסוד,7290027600007,18
3249,קרן היסוד 1,סופר פארם,חולון,קרית-שרת חולון,7290172900007,260
3251,קרן היסוד 2,ויקטורי,טירת כרמל,טירת הכרמל,7290696200003,48
3253,קרן היסוד 27,שופרסל אקספרס,ירושלים,קרן היסוד ירום,7290027600007,362
3255,קרן היסוד 5,פרשמרקט,קרית ביאליק,קרית ביאליק,7290876100000,5
3257,קרן היסוד 62,מחסני להב,קרית ביאליק,סיביניה,7290876100000,28
3259,קרני שומרון (יוש),yellow,קרני שומרון,פנינת השומרון,7290644700005,183
3261,ר' יוסי בן קיסמא 17,שפע ברכת השם קרוב לבית,בית שמש,בן קיסמא,7290058134977,37
3263,ר' עקיבא 5,שפע ברכת השם קרוב לבית,מודיעין עילית,מודיעין עילית,7290058134977,39
3265,ראול וולנברג 9,שופרסל אקספרס,חיפה,חיפה- ראול ולנברג,7290027600007,327
3267,ראשון לציון 1,כל בו חצי חינם,פתח תקווה,אם המושבות,7290700100008,9
3269,רב ינאי 7,ברכל,אשדוד,אשדוד,7290058160839,212
3271,רבי יהודה הנשיא 23,ברכל,מודיעין עילית,ברכפלד הקטן,7290058160839,241
3273,רבי יהודה הנשיא 34,ברכל,מודיעין עילית,יהודה הנשיא הגדול,7290058160839,253
3275,רבי עקיבא 13,שפע ברכת השם קרוב לבית,ביתר עילית,רבי עקיבא,7290058134977,28
3277,רבי עקיבא 34,נתיב החסד,בני ברק,ירמיהו,7290058160839,15
3279,רבי עקיבא 50,Carrefour city (קרפור סיטי),הרצליה,הרצליה ליד הבית,7290055700007,64
3281,רבי עקיבא 94,מעיין 2000,בני ברק,גן ורשא,7290058159628,38
3283,רבי פנחס בן יאיר 35,ברכל,אלעד,בן יאיר,7290058160839,215
3285,רבי שאולי הכהן 10,ברכל,ירושלים,נווה יעקב,7290058160839,242
3287,רבין 9,שופרסל דיל,יקנעם עילית,יוקנעם- שדרות רבין,7290027600007,141
3289,רבינוביץ 58,שופרסל שלי,חולון,חולון- רבינוביץ,7290027600007,247
3291,רבקה גובר  7,שופרסל אקספרס,רעננה,רעננה- רבקה גרובר,7290027600007,231
3293,רובע יזרעאל,שופרסל אקספרס,עפולה,פארק עפולה,7290027600007,397
3295,רוגוזין  1,BE,אשדוד,אשדוד בלה,7290027600007,485
3297,רודנסקי 5,שופרסל אקספרס,תל אביב,"רודנסקי ת""א",7290027600007,150
3298,רוטשילד 180,שופרסל שלי,פתח תקווה,"פ""ת- גד מכנס",7290027600007,104
3300,רוטשילד 182,רמי לוי בשכונה,פתח תקווה,פתח תקווה,7291056200008,331
3302,"רוטשילד 182 פ""ת",סופר פארם,פתח תקווה,אורון,7290172900007,6
3304,רוטשילד 39,רמי לוי בשכונה,כפר סבא,"סופר כ""ס רוטשילד",7291056200008,309
3306,רוטשילד 45 (קניון רוטשילד),רמי לוי בשכונה,ראשון לציון,ראשון לציון רוטשילד,7291056200008,339
3308,רוטשילד 45 ראשון לציון,סופר פארם,ראשון לציון,רוטשילד,7290172900007,46
3310,רוטשילד 65,שופרסל שלי,כפר סבא,"כ""ס- רוטשילד",7290027600007,36
3312,רוטשילד 79,יש בשכונה,פתח תקווה,"פ""ת- רוטשילד",7290027600007,15
3314,רותם מרכ מסחרי ע,שופרסל שלי,עומר,"ב""ש- עומר",7290027600007,40
3316,רח האורזים פינת גשר הארי,yellow,נתניה,מתחם פז גשר הארי - נ,7290644700005,256
3318,רח הבושם 3,yellow,אשדוד,אשדוד מנרב,7290644700005,250
3320,רח הטחנה איזור תעשיה,yellow,בנימינה-גבעת עדה,מתחם פז  יסמין (בנימ,7290644700005,420
3322,רח המפעל 11 אזוה''ת אור יהודה,סופר פארם,אור יהודה,אור יהודה,7290172900007,126
3324,רח הרצל,yellow,אשדוד,פז גבריאל הרצל- רפי,7290644700005,258
3326,רח ויצמן א.ת. חדש טבריה עילית,yellow,טבריה,טבריה עילית,7290644700005,409
3328,רח מנחם בגין לפני היציאה לכביש 393,yellow,גדרה,גדרה,7290644700005,633
3330,רח משה יתום  46,שופרסל דיל,רחובות,"אמט""ל רחובות",7290027600007,276
3332,רח',סופר פארם,נתניה,עיר-ימים נתניה,7290172900007,191
3334,רח' 805,סופר פארם,עראבה,עראבה,7290172900007,315
3336,רח' אבן-גבירול 153,סופר פארם,תל אביב,"קסטל ת""א",7290172900007,195
3337,רח' אוסקר שינדלר 21,סופר פארם,באר שבע,רמות רכס,7290172900007,223
3339,רח' אופנהיימר 2 פארק ת.מ.ר,סופר פארם,רחובות,שער- רחובות,7290172900007,147
3341,רח' אחד-העם 9,סופר פארם,תל אביב,מגדל-שלום,7290172900007,172
3342,רח' אחוזה 114,BE,רעננה,רעננה ,7290027600007,637
3344,רח' איינשטיין 7,סופר פארם,תל אביב,"הגוש הגדול ת""א",7290172900007,253
3345,רח' אלוף מגן קלמן 3,סופר פארם,תל אביב,שרונה,7290172900007,234
3346,רח' אנגל 78 קניון סנטר B ,BE,כפר סבא,כפר סבא הירוקה,7290027600007,682
3348,רח' אסתר רזיאל 2,סופר פארם,ירושלים,אליהו קורן י-ם,7290172900007,240
3350,רח' אקליפטוס 3,סופר פארם,רמת ישי,רמת-ישי,7290172900007,207
3352,רח' בילו 2,שופרסל דיל,רחובות,רחובות- קניון,7290027600007,107
3354,רח' ביר באקה,סופר פארם,באקה אל-גרביה,באקה סנטר,7290172900007,290
3356,"רח' בן-גוריון 105, מתחם המושבה",סופר פארם,גדרה,גדרה,7290172900007,146
3358,רח' בן-יהודה 4,סופר פארם,תל אביב,בן-יהודה 4,7290172900007,210
3359,רח' ברוך קטינקא 2,סופר פארם,באר שבע,"ישפרו פלאנט ב""ש",7290172900007,257
3361,רח' ג'ונבלט שכונת אל–עיין,סופר פארם,שפרעם,שפרעם,7290172900007,143
3363,רח' גוט לוין 48,שופרסל שלי,חיפה,חיפה- רמות ספיר,7290027600007,336
3365,רח' דיזינגוף 208 פינת ארלוזורוב,סופר פארם,תל אביב,ארלוזורוב,7290172900007,220
3366,רח' דרויאנוב 5,שופרסל אקספרס,תל אביב,"-ת""א דרויאנוב",7290027600007,279
3367,רח' דרך העצמאות 61 קרית-אתא,סופר פארם,קרית אתא,העצמאות קרית-אתא,7290172900007,139
3369,"רח' דרך יפו, מתחם seven",סופר פארם,טירה,טירה,7290172900007,309
3371,רח' האגס פינת התפוח,סופר פארם,ראש פינה,ראש-פינה,7290172900007,281
3373,"רח' האירוסים, מול הקניותר",יוחננוף,נס ציונה,נס ציונה,7290803800003,25
3375,"רח' האר""י 1 נתניה",סופר פארם,נתניה,"האר""י נתניה",7290172900007,140
3377,רח' הבנאי 6,BE,אריאל,ניו-פארם אריאל,7290027600007,639
3379,רח' הגדוד השלישי 3,סופר פארם,צפת,צפת,7290172900007,231
3381,רח' הגליל 17,BE,פרדס חנה-כרכור,מדיקל כרכור,7290027600007,679
3383,רח' הדוגית 16,סופר פארם,יבנה,יבנה הירוקה,7290172900007,238
3385,רח' הדקל 30,BE,שוהם,ניו-פארם שוהם,7290027600007,681
3387,רח' הדקל 47,סופר פארם,תל מונד,תל-מונד,7290172900007,196
3389,רח' החלוצים פינת רח' הכובשים,Carrefour city (קרפור סיטי),זכרון יעקב,נוף זכרון,7290055700007,2960
3391,רח' החשמונאים 94,סופר פארם,תל אביב,קניון TLV,7290172900007,252
3392,רח' היהלומים איזור התעשיה הצפוני,רמי לוי,אשדוד,אשדוד,7290058140886,26
3394,רח' הכישור 3,סופר פארם,חולון,אזור התעשיה חולון,7290172900007,185
3396,רח' המברג 1,סופר פארם,טבריה,ביג-פוריה,7290172900007,158
3398,רח' המלאכה 32,שופרסל דיל אקסטרה,נתניה,נתניה- המלאכה,7290027600007,129
3400,רח' המשחררים 70,סופר פארם,באר שבע,משחררים,7290172900007,4
3402,"רח' המתכנן, איזור התעשיה הדרומי",רמי לוי,אשקלון,אשקלון דרום,7290058140886,35
3404,רח' הנשיא 157,סופר פארם,אור עקיבא,אור-עקיבא,7290172900007,236
3406,רח' העליה השניה 8,סופר פארם,חיפה,"רמב""ם חיפה",7290172900007,232
3408,רח' העמל 2 פארק תעשיות אפק,ויקטורי,ראש העין,פארק אפק,7290696200003,81
3410,"רח' העצמאות 65, פינת בן-גוריון",סופר פארם,פתח תקווה,כפר-גנים,7290172900007,173
3412,רח' הפטיש 6,סופר פארם,נס ציונה,ישפרו נס-ציונה,7290172900007,186
3414,"רח' הקישון, מתחם G",סופר פארם,יבנה,הקישון יבנה,7290172900007,237
3416,"רח' הקנאים , קניון ערד",סופר פארם,ערד,ערד,7290172900007,36
3418,"רח' הרוא""ה 152",שופרסל אקספרס,רמת גן,"הרוא""ה רמת גן",7290027600007,179
3420,רח' הרצל 1,שופרסל דיל,אשדוד,אשדוד- הרצל,7290027600007,183
3422,רח' הרצל 52,סופר פארם,ראשון לציון,"הרצל ראשל""צ",7290172900007,163
3424,"רח' הרצל 96, פינת פלורנטין",סופר פארם,תל אביב,פלורנטין תל-אביב,7290172900007,189
3425,"רח' הרתך 7, שכונת-הריף, אופקים",סופר פארם,אופקים,אופקים,7290172900007,128
3427,רח' השוק 13,סופר פארם,עפולה,ביג-עפולה,7290172900007,201
3429,רח' השחם פינת ירושלים הבירה,סופר פארם,בית שאן,בית-שאן,7290172900007,171
3431,"רח' התמר 2, קניון G",מחסני השוק,יקנעם עילית,יקנעם,7290661400001,59
3433,רח' וולפסון 13,שופרסל דיל אקסטרה,באר שבע,באר-שבע ולפסו,7290027600007,35
3435,רח' וייצמן 207,סופר פארם,כפר סבא,פקר כפר-סבא,7290172900007,157
3437,"רח' וייצמן 63 פינת כצנלסון, קניון-ערים",סופר פארם,כפר סבא,קניון-ערים,7290172900007,148
3439,רח' ויצמן 10,BE,גבעתיים,גבעתיים,7290027600007,641
3441,רח' ויצמן 22,סופר פארם,נתניה,ויצמן נתניה,7290172900007,161
3443,רח' ז'בוטינסקי 72,סופר פארם,פתח תקווה,"הקניון הגדול - פ""ת",7290172900007,168
3445,רח' חניתה 64,יש בשכונה,חיפה,נוה שאנן חיפה- חניתה,7290027600007,306
3447,רח' טשרנחובסקי 57,BE,כפר סבא,מאיר- כפר סבא,7290027600007,648
3449,רח' יגאל אלון 51,סופר פארם,תל אביב,יד-אליהו,7290172900007,149
3450,רח' יוני נתניהו 27,BE,גבעת שמואל,גבעת שמואל,7290027600007,645
3452,רח' יעל רום 8,סופר פארם,פתח תקווה,"אם-המושבות פ""ת",7290172900007,199
3454,רח' יפו 29,סופר פארם,ירושלים,יפו ירושלים,7290172900007,219
3456,רח' יצחק רבין 2,סופר פארם,בית שמש,קניון בית-שמש,7290172900007,198
3458,רח' ירושלים 31,סופר פארם,ראשון לציון,נוה-הדרים,7290172900007,271
3460,רח' ירושלים קרית הגנה,BE,רחובות,רחובות מזרח,7290027600007,655
3462,רח' לב-העיר 2,סופר פארם,מודיעין-מכבים-רעות,קניון-מודיעין,7290172900007,153
3464,רח' לנדו 4 פינת יהודה הנשיא,BE,בני ברק,בני ברק,7290027600007,653
3466,רח' מנחם בגין,סופר פארם,כפר סבא,כפר-סבא הירוקה,7290172900007,225
3468,רח' מנחם בגין 23,סופר פארם,גבעת שמואל,גבעת-שמואל,7290172900007,247
3470,רח' מרווה 1,סופר פארם,קרית טבעון,טבעון,7290172900007,190
3472,רח' נחלת-יצחק 20,סופר פארם,תל אביב,מגדלי תל-אביב,7290172900007,188
3473,רח' ניסים אלוני 10,סופר פארם,תל אביב,"צמרת ת""א",7290172900007,175
3474,רח' עמק רפאים 24,סופר פארם,ירושלים,עמק רפאים,7290172900007,226
3476,רח' פולמן 4,BE,חיפה,קניון חיפה,7290027600007,650
3478,רח' צופית 40,סופר פארם,רמלה,רמלוד,7290172900007,174
3480,"רח' צייטלין 2, פינת אבן גבירול 62",סופר פארם,תל אביב,"צייטלין ת""א",7290172900007,239
3481,רח' קרן-היסוד 14,סופר פארם,קרית אתא,שער-הצפון ק.אתא,7290172900007,221
3483,רח' ראשי 1,סופר פארם,דאלית אל-כרמל,דליית אל-כרמל,7290172900007,287
3485,"רח' ראשל""צ 1",BE,פתח תקווה,אם המושבות,7290027600007,654
3487,רח' רוטשילד 40 חדרה,סופר פארם,חדרה,לב חדרה,7290172900007,85
3489,רח' רוטשילד 49,BE,ראשון לציון,ראשלצ,7290027600007,618
3491,רח' שא - נס 17,שופרסל דיל,באר יעקב,באר יעקב,7290027600007,238
3493,רח' שדרות התמרים 37,שופרסל שלי,אילת,רזין אילת,7290027600007,266
3495,"רח' שונית 12, רמת הנשיא",סופר פארם,חיפה,רמת-הנשיא חיפה,7290172900007,224
3497,רח' שלמה שרירא 3,סופר פארם,מעלות-תרשיחא,מעלות,7290172900007,200
3499,רח' ששת-הימים 1,סופר פארם,טירת כרמל,טירת-הכרמל,7290172900007,222
3501,רח' תופיק זיאד 53,סופר פארם,נצרת,ביג-נצרת,7290172900007,159
3503,רח. ביאליק 76,שופרסל שלי,רמת גן,רמת גן- ביאליק,7290027600007,164
3505,רח.אורן 25 רוממה,שופרסל שלי,חיפה,חיפה- אורן,7290027600007,333
3507,רח.המלאכה 2,שופרסל דיל,רעננה,רעננה- קניון רננים,7290027600007,151
3509,רח.הרצל-שד.הגעתו,שופרסל שלי,נהריה,נהריה- הגעתון,7290027600007,326
3511,רח.משה שפירא 28,שופרסל שלי,עכו,עכו- שפירא,7290027600007,319
3513,רחבעם זאבי ,ויקטורי,אשקלון,ברנע,7290696200003,41
3515,"רחבת רד""ק 28",מחסני השוק בסיטי,באר שבע,"רד""ק",7290661400001,50
3517,רחוב 1001,סופר פארם,ג'דיידה-מכר,ג'דיידה מכר,7290172900007,296
3519,רחוב 7000,yellow,נצרת,מבואות נצרת,7290644700005,429
3521,רחוב אחד העם 19,יוחננוף,רחובות,אחד העם,7290803800003,8
3523,רחוב בעלי מלאכה 5,סופר פארם,נתיבות,צים נתיבות,7290172900007,181
3525,"רחוב דב גרונר, מרכז מסחרי ",מחסני השוק בשבילך,ירושלים,תלפיות מזרח ירושלים,7290633800006,212
3527,"רחוב דני מס 1, מתחם השדרה",סופר פארם,רמלה,רמבלס סנטר,7290172900007,293
3529,רחוב האגוז 2,מחסני השוק בשבילך,יבנה,יבנה,7290633800006,244
3531,רחוב האופה 1,סופר פארם,קדימה-צורן,קדימה,7290172900007,206
3533,רחוב הבנים,שופרסל דיל,פרדס חנה-כרכור,פרדס חנה,7290027600007,189
3535,רחוב החרושת א.ת. כרמיאל,מיני סופר אלונית,כרמיאל,כרמיאל,7290492000005,939
3537,"רחוב החרושת, אזור התעשיה",יוחננוף,טבריה,טבריה,7290803800003,23
3539,"רחוב המפוח 11, אזור התעשיה",יוחננוף,רחובות,יוחננוף,7290803800003,1
3541,רחוב הנגר 24,סטופמרקט,הוד השרון,הוד השרון,7290639000004,6
3543,רחוב הפלדה 1,יוחננוף,אור יהודה,אור יהודה,7290803800003,15
3545,רחוב הראל 1,סופר פארם,מבשרת ציון,קניון הראל,7290172900007,250
3547,רחוב הרדוף מרכז מסחרי,Carrefour market (קרפור מרקט),עתלית,עתלית,7290055700007,73
3549,רחוב השלום איזור התעשיה,רמי לוי,חדרה,חדרה,7290058140886,44
3551,רחוב השקד 30,am:pm,יהוד-מונוסון,נווה מונסון,7290492000005,548
3553,"רחוב התאנה, מרכז מסחרי ג'",מחסני השוק בשבילך,אפרת,אפרת,7290633800006,242
3555,רחוב ז'בוטינסקי 7,סופר פארם,בני ברק,מור,7290172900007,255
3557,רחוב חיפה-נצרת 999,סופר פארם,יפיע,יפיע,7290172900007,242
3559,רחוב יהודה הלוי 1/1,סופר פארם,טבריה,קניון טבריה,7290172900007,208
3561,רחוב מוריה ,שופרסל דיל,אריאל,דיל אריאל,7290027600007,76
3563,רחוב מנחם בגין 2,סופר פארם,מזכרת בתיה,מזכרת-בתיה,7290172900007,182
3565,רחוב סוקולוב 69,סופר פארם,חולון,סוקולוב חולון,7290172900007,209
3567,"רחוב צה""ל 6",סופר פארם,חדרה,חדרה-מזרח,7290172900007,183
3569,"רחוב צה""ל פינת יוליאנה",מיני סופר אלונית,חדרה,חדרה מזרח,7290492000005,968
3571,רחוב ראשי,סופר פארם,סח'נין,סכנין,7290172900007,152
3573,רחוב ראשי ליד משרד הרישוי,yellow,סח'נין,סכנין,7290644700005,400
3575,רחוב רימון,yellow,שוהם,שוהם - אליהו גנון,7290644700005,272
3577,רחוב שא-נס 17,סופר פארם,באר יעקב,קניון באר-יעקב,7290172900007,249
3579,רחוב שבזי,סופר פארם,ראש העין,שבזי ראש-העין,7290172900007,243
3581,רחוב תדהר 1,סופר פארם,פרדס חנה-כרכור,ביג פרדס-חנה,7290172900007,194
3583,רחל המשוררת 29,שופרסל אקספרס,פתח תקווה,"פ""ת רחל המשוררת",7290027600007,296
3585,ריינס 6 שכונת קרית משה,שוק מהדרין,ירושלים,ריינס,7290725900003,91
3587,ריינס 62,סופר יודה,תל אביב,ריינס,7290000000002,207
3588,ריינס 62,סופר יודה,תל אביב,ריינס,7290000000002,5
3589,רימונים 1,ברכל,רכסים,כיכר המועצה,7290058160839,261
3591,רכטמן רחובות רחובות  כרמן גבריאלוב,yellow,רחובות,פז משה,7290644700005,242
3593,"רמ""א 17",ברכל,חשמונאים,חשמונאים,7290058160839,234
3595,"רמב""ם 16",ברכל,מודיעין עילית,מודיעין עילית רמבם,7290058160839,275
3597,"רמב""ם 24",פוליצר,חדרה,"רמב""ם",7291059100008,1
3599,רמז פינת סמילנסקי נתניה,סופר פארם,נתניה,רמז נתניה,7290172900007,78
3601,רמים 104,מחסני מזון,כרמיאל,כרמיאל,7290876100000,45
3603,רמת יזרעאל 11,מעיין 2000,מגדל העמק,מגדל העמק - רמת יזרעאל,7290058159628,49
3605,רפפורט 6,שופרסל דיל,כפר סבא,שבירו כפר סבא,7290027600007,144
3607,"רשב""י 35",ברכל,מודיעין עילית,ברכפלד,7290058160839,36
3609,"רשב""ם 15",נתיב החסד,בני ברק,"רשב""ם",7290058160839,29
3611,רשבי 15,נתיב החסד,אשדוד,"רשב""י",7290058160839,33
3616,שאולזון 56,יש בשכונה,ירושלים,הר נוף ירושלים-שאולזו,7290027600007,78
3618,שאולזון 57,זול ובגדול,ירושלים,הר נוף,7290000000001,13
3620,שבזי 26,ויקטורי,ראש העין,ראש העין,7290696200003,26
3622,שבט לוי 12,שופרסל דיל,אשדוד,אשדוד- שבט לוי,7290027600007,92
3624,שבט לוי 14,רמי לוי בשכונה,אשדוד,"סופר אשדוד רובע י""ב",7291056200008,317
3626,שברץ 22,טיפ טוב,רעננה,רעננה שוורץ,7290876100000,17
3628,שבתאי לוי 21,קשת טעמים,חיפה,הדר,7290785400000,4
3630,"שד ' ירושלים פינת טדי קולק , נתיבות",סופר פארם,נתיבות,נתיבות,7290172900007,133
3632,שד בן-צבי,yellow,ירושלים,בר כוכבא,7290644700005,505
3634,שד בני ברית א.ת הקלה,yellow,אשדוד,מתחם אשדוד עיר,7290644700005,138
