,address,chain_name,city,store_name,chain_code,store_code
2546,מנחם בגין 40,מחסני השוק בשבילך,גדרה,גדרה,7290633800006,245
2548,מנחם בגין 53,am:pm,טירת הכרמל,טירת הכרמל,7290492000005,599
2550,מנחם בגין 79,ויקטורי,עפולה,עפולה,7290696200003,59
2552,מנחם בגין 94,שוק מהדרין,פתח תקווה,עמישב פתח תקווה ,7290725900003,2750
2554,מנחם בגין פינת שדרות הרצל,BE,אשדוד,סניף אשדוד סיטי,7290027600007,672
2556,מנחם ברש 1,מעיין 2000,ירושלים,הר חומה,7290058159628,11
2558,מנחם דידנר 18,מחסני השוק בסיטי,באר שבע,רמות,7290661400001,26
2560,מס 4  א.תעשיה,yellow,קצרין,מתחם פז - קצרין,7290644700005,428
2562,מסילת יוסף 21,ברכל,מודיעין עילית,מסילת יוסף הקטן,7290058160839,231
2564,מסילת יוסף 34,ברכל,מודיעין עילית,מסילת יוסף הגדול,7290058160839,233
2566,מסעוד אשר 20,שופרסל דיל אקסטרה,פתח תקווה,"פ""ת- סגולה",7290027600007,269
2568,מעלה הגיא אוני 1,סופר ספיר בשכונה,ראש פינה,ראש פינה,7290058156016,38
2570,"מעלה כמון 2, כרמיאל",סופר פארם,כרמיאל,כרמיאל,7290172900007,67
2572,"מעלה כמון 9, מיי סנטר",גוד פארם,כרמיאל,כרמיאל,7290058197699,903
2574,מעלה כמון את כרמיאל כביש עכו צפת,yellow,כרמיאל,כרמיאל - בני לוי,7290644700005,369
2576,מפגש הבקעה (מפגש יפית),זול ובגדול,יפית,בקעת הירדן,7290000000001,32
2578,מפגש כביש 90 עם כביש 899,yellow,קרית שמונה,מתחם צומת כח,7290644700005,430
2580,מפי 5,סטופמרקט,נתניה,סוהו נתניה,7290639000004,8
2582,מקלב 8,גוד פארם,יהוד-מונוסון,יהוד - מקלב,7290058197699,70
2584,מקס ברוד 34,שופרסל אקספרס,תל אביב,מקס ברוד,7290027600007,263
2585,מרגוזה יהודה 16,ויקטורי,תל אביב,סיטי מרגוזה,7290696200003,57
2586,מרדכי חדד 1,ברכל,צפת,צפת מרכז,7290058160839,266
2588,מרחב מועצה אזורית סמוך לכביש 79,yellow,אפק,פז אפק החדשה,7290644700005,426
2590,מרים הנביאה 16,נתיב החסד,בית שמש,בית שמש,7290058160839,46
2592,מרינה mall הנמל 9,BE,אשקלון,מרינה אשקלון,7290027600007,602
2594,"מרכז ביג , רגבה , נהריה",סופר פארם,נהריה,נהריה רגבה,7290172900007,106
2596,"מרכז ביג צ'ק פוסט, ישראל בר יהודה 111",רמי לוי,חיפה,צק פוסט,7290058140886,62
2598,"מרכז ביג,ההתסדרות 248 מפרץ חיפה",סופר פארם,קרית אתא,קרית אתא,7290172900007,72
2600,מרכז גימיון,סופר פארם,רמת גן,תל השומר,7290172900007,24
2602,"מרכז גלית, יוחנן הורקנוס 1",מעיין 2000,באר שבע,יוחנן הורקנוס,7290058159628,47
2604,מרכז הקיבוץ,אלונית,עינת,עינת מרכולית,7290492000005,649
2606,"מרכז מול , אחוזה 267 , רעננה",סופר פארם,רעננה,רעננה פארק מול,7290172900007,35
2608,מרכז מסחרי,שופרסל דיל,כוכב יאיר,צור יגאל- מרכז מסחרי,7290027600007,155
2609,מרכז מסחרי,שופרסל דיל,מצפה רמון,מצפה רמון- בן גוריון,7290027600007,177
2611,מרכז מסחרי,שופרסל שלי,שוהם,שוהם- מרכז מסחרי,7290027600007,103
2613,מרכז מסחרי,שירה מרקט,רבבה,רבבה,7290058160839,41
2615,מרכז מסחרי,מחסני השוק בשבילך,ירושלים,גבעת זאב,7290633800006,207
2617,מרכז מסחרי,מחסני השוק,כפר עציון,כפר עציון,7290661400001,78
2619,מרכז מסחרי גן-שמואל,סופר פארם עודפים,גן שמואל,POP UP SHOP,7290172900007,399
2621,מרכז מסחרי השחף 20,זול ובגדול,אמונים,כפר עזר,7290000000001,20
2623,מרכז מסחרי חדש,שופרסל דיל,כפר תבור,כפר תבור,7290027600007,255
2625,מרכז מסחרי כפר ו,שופרסל שלי,כפר ורדים,כפר ורדים- מרכז מסחר,7290027600007,366
2627,מרכז מסחרי להבים ,מחסני השוק בסיטי,להבים,להבים,7290661400001,20
2629,"מרכז מסחרי מול 7, דרך מנחם בגין",היפר כהן,שדרות,מול שדרות,7290455000004,65
2631,"מרכז מסחרי מיקס, צה""ל 35",יוחננוף,חדרה,חדרה צפוני,7290803800003,36
2633,מרכז מסחרי מיתר,שופרסל שלי,מיתר,מיתר,7290027600007,23
2635,מרכז מסחרי נווה יעקב,מחסני השוק מהדרין,ירושלים,נווה יעקב ירושלים,7290633800006,218
2637,מרכז מסחרי ערערה,סופר פארם,ערערה-בנגב,סופר-פארם ערערה בנגב,7290172900007,288
2639,מרכז מסחרי רהט,שופרסל דיל,רהט,רהט,7290027600007,240
2641,מרכז מסחרי רמה א,יש חסד,בית שמש,בית שמש- מ. מסחרי,7290027600007,606
2643,מרכז מסחרי רמת,שופרסל שלי,צפת,צפת- מ.מסחר רמת רזים,7290027600007,232
2645,מרכז מסחרי רסקו,שופרסל שלי,נוף הגליל,רסקו נוף הגליל - הדקל,7290027600007,323
2647,מרכז מסחרי שוהם,סופר פארם,שוהם,שוהם,7290172900007,49
2649,מרכז מסחרי תל חי,סופר ספיר,חצור הגלילית,חצור,7290058156016,21
2651,"מרכז מסחרי, מנחם בגין 34",סופר קופיקס,גבעת שמואל,גבעת שמואל מרכז מסחרי,7291056200008,321
2653,מרכז פרץ סנטר ,מחסני השוק,דימונה,דימונה,7290661400001,60
2655,מרכז קניות גבעת ברנר,קשת טעמים,רחובות,בילו,7290785400000,17
2657,מרכז קניות דוכן גן שמואל,סופר אלונית,גן שמואל,גן שמואל,7290492000005,733
2659,מרכז רננים,מגה בעיר,מודיעין-מכבים-רעות,מכבים,7290055700007,1150
2661,מרכז רפואי הלל יפה,BE,חדרה,מדיקל הלל יפה חדרה,7290027600007,667
2663,מרכז-מסחרי,סופר פארם,טמרה,טמרה,7290172900007,212
2665,מרמורק 10,שופרסל אקספרס,תל אביב,"ת""א- מרמורק",7290027600007,380
2666,משה בקר 17,סופר ברקת,ראשון לציון,ראשון לציון משה בקר,7290875100001,7
2668,משה בקר 32,ויקטורי,ראשון לציון,שמוטקין,7290696200003,94
2670,משה דיין 2,סופר פארם,תל אביב,דרך בר-לב,7290172900007,270
2671,משה דיין 2 גבעת-טל ראש העין,סופר פארם,ראש העין,גבעת טל,7290172900007,103
2673,משה דיין 32,בית הפירות רמי לוי,ירושלים,פסגת זאב,7290058140886,700
2674,משה דיין 8,שופרסל אקספרס,רעננה,רעננה- משה דיין,7290027600007,376
2676,משה וילנסקי 15,סופר יודה,תל אביב,המשתלה,7290000000002,216
2677,משה וילנסקי 15,סופר יודה,תל אביב,המשתלה,7290000000002,43
2678,משה שוולב 1,אושר עד,פתח תקווה,פתח תקווה - סגולה,7290103152017,10
2680,משה שרת 2,מחסני השוק בשבילך,קרית ים,קריית ים שרת,7290633800006,238
2682,משורר השואה 15,יוחננוף,ראשון לציון,ראשלצ רמת אליהו,7290803800003,28
2684,משיב מנחם 1,ברכל,ירושלים,סורוצקין,7290058160839,240
2686,משכנות המוזיקה שבזי 12,רמי לוי בשכונה,ראש העין,ראש העין,7291056200008,320
2688,משמר הגבול 4,ויקטורי,חדרה,חדרה בפארק,7290696200003,22
2690,"משעול הל""ה 4",רמי לוי,שדרות,שדרות,7290058140886,70
2692,מתחם G,רמי לוי,יבנה,יבנה,7290058140886,40
2694,מתחם אלון,BE,עין שמר,עין שמר,7290027600007,252
2696,מתחם ביג,שופרסל דיל,קרית שמונה,קרית שמונה- מתחם ביג,7290027600007,97
2698,"מתחם גלובוס סנטר, מבקיעים",יוחננוף,אשקלון,מבקיעים אשקלון,7290803800003,34
2700,"מתחם גלובוס סנטר, צומת מבקיעים",סופר פארם,אשקלון,גלובוס אשקלון,7290172900007,269
2702,מתחם גני-התערוכה 6,סופר פארם,תל אביב,נמל תל-אביב,7290172900007,205
2703,מתחם ישפרו סנטר,רמי לוי,מודיעין-מכבים-רעות,מודעין ישפרו,7290058140886,25
2705,מתחם ישפרו סנטר,יוחננוף,מודיעין-מכבים-רעות,מודיעין ישפרו,7290803800003,17
2707,מתחם ישפרו סנטר הדסה עין  כרם,סופר פארם,ירושלים,הדסה עין כרם,7290172900007,138
2709,מתחם מול כנרת - צמח,סופר פארם,מעגן,מול כנרת צמח,7290172900007,291
2711,"מתחם סינמה סיטי , רחוב המחקר",BE,נתניה,סינמה סיטי נתניה,7290027600007,621
2713,מתחם סנטר הגליל,BE,ראש פינה,ראש פינה,7290027600007,635
2715,"מתחם פז, צומת כוכב-יאיר",סופר פארם,כוכב יאיר,כוכב-יאיר,7290172900007,162
2716,מתתיהו 10,ברכל,בני ברק,מתתיהו,7290058160839,238
2718,נאג'רה 2,יש חסד,ירושלים,גבעת שאול,7290027600007,608
2720,נגבה 24,סופר ברקת,ראשון לציון,ראשון לציון קריית גנים,7290875100001,8
2722,נגבה 8,שופרסל אקספרס,רמת גן,נגבה רמת גן,7290027600007,844
2724,נווה דקלים 44,שופרסל אקספרס,ראשון לציון,"ראשל""צ-נווה דקלים",7290027600007,224
2726,נויפלד 15,נתיב החסד,בני ברק,נויפלד,7290058160839,9
2728,נחום חת 5,שופרסל דיל,טירת כרמל,טירת הכרמל- נחום חת,7290027600007,128
2730,"נחושתן 10, אזור התעשיה הצפוני",שוק העיר,אשקלון,אשקלון צפוני,7290058148776,5
2732,נחל איילון 20,ויקטורי,צור יצחק,צור יצחק,7290696200003,70
2734,נחל פרת 21,סופר פארם,באר שבע,פארק הנחל,7290172900007,312
2736,נחל צלמון 1,סופר יודה,צור יצחק,צור יצחק,7290000000002,42
2737,נחל צלמון 1,סופר יודה,צור יצחק,צור יצחק,7290000000002,236
2739,נחל קנה 9,Carrefour city (קרפור סיטי),צור יצחק,צור יצחק,7290055700007,83
2741,נחל שורק 11,ברכל,בית שמש,בית שמש,7290058160839,246
2743,נחל שורק פינת הקישון,Carrefour market (קרפור מרקט),בית שמש,בית שמש ,7290055700007,3680
2745,נחל שורק פינת הקישון,שוק מהדרין,בית שמש,בית שמש ,7290725900003,3680
2747,נחליאלי 2,שופרסל שלי,הוד השרון,הוד השרון- ק מרגלית,7290027600007,101
2749,נחלת בנימין 37,סופר יודה,תל אביב,נחלת בנימין,7290000000002,203
2750,נחלת בנימין 37,סופר יודה,תל אביב,נחלת בנימין,7290000000002,33
2751,נחלת בנימין 85,am:pm,תל אביב,נחלת בנימין,7290492000005,538
2752,נחלת יעקב 10,ברכל,כפר חסידים א',כפר חסידים,7290058160839,228
2754,נחלת יצחק 10,am:pm,תל אביב,נחלת יצחק,7290492000005,519
2755,נחלת יצחק 20,יוחננוף,תל אביב,תל אביב  נחלת יצחק,7290803800003,35
2756,נחשול 30,שופרסל אקספרס,חריש,חריש,7290027600007,79
2758,נחשול 30,מחסני השוק בשבילך,ראשון לציון,"הראשונים ראשל""צ",7290633800006,277
2760,נחשון 10,שופרסל אקספרס,כפר סבא,נחשון כפר סבא,7290027600007,845
2762,ניסים אלוני,Carrefour city (קרפור סיטי),תל אביב,צמרות,7290055700007,1190
2764,ניסים גאון 79,יש חסד,אלעד,אלעד-ניסים גאון,7290027600007,609
2766,ניסנבאום 25,נתיב החסד,בת ים,בת ים,7290058160839,20
2768,ניצנים 39,Carrefour market (קרפור מרקט),מגדל העמק,מגדל העמק,7290055700007,2730
2770,ניצנים 39,שוק מהדרין,מגדל העמק,מגדל העמק,7290725900003,2730
2772,נעמי שמר 10,am:pm,קרית ביאליק,קרית ביאליק,7290492000005,402
2774,נשר המרגנית 1,שופרסל אקספרס,חיפה,-נשר מרגנית,7290027600007,368
2776,נתיב חן 1,שופרסל שלי,חיפה,חיפה- נתיב חן,7290027600007,330
2778,נתיבות המשפט 38,ברכל,מודיעין עילית,נתיבות המשפט,7290058160839,40
2780,נתיבות המשפט 5,ברכל,מודיעין עילית,נתיבות המשפט 5,7290058160839,229
2782,נתיבות המשפט 64,ברכל,מודיעין עילית,נתיבות המשפט 64,7290058160839,232
2784,נתן ברניצקי 13,שופרסל שלי,ראשון לציון,ברניצקי,7290027600007,371
2786,סולל בונה 2,שופרסל דיל אקסטרה,באר שבע,"ב""ש-סולל בונה",7290027600007,138
2788,סוקולוב 10,am:pm,הרצליה,סוקולוב,7290492000005,537
2790,סוקולוב 11,am:pm,הוד השרון,הוד השרון,7290492000005,549
2792,סוקולוב 25 הרצליה,סופר פארם,הרצליה,סוקולוב הרצליה,7290172900007,26
2794,סוקולוב 26,שופרסל אקספרס,פתח תקווה,"סוקולוב פ""ת",7290027600007,285
2796,סוקולוב 37,שופרסל אקספרס,הוד השרון,הוד השרון,7290027600007,131
2798,"סוקולוב 46, כיכר המושבה",טיב טעם,הוד השרון,הוד השרון,7290873255550,24
2800,סוקולוב 47,BE,הוד השרון,כיכר המושבה,7290027600007,476
